"","abundance_assay1","abundance_assay2","abundance_assay3","abundance_assay4","abundance_assay5","abundance_assay6","abundance_assay7","abundance_assay8","abundance_assay9","abundance_assay10","abundance_assay11","abundance_assay12","abundance_assay13","abundance_assay14","abundance_assay15"
"Label","mouse liver 1","mouse liver 1","mouse liver 1","mouse liver 1","mouse liver 1","mouse liver 2","mouse liver 2","mouse liver 2","mouse liver 2","mouse liver 2","mouse liver 3","mouse liver 3","mouse liver 3","mouse liver 3","mouse liver 3"
"PS 18:0/20:4_496",NA,NA,NA,NA,NA,NA,NA,"5383657.52734375","4286318.56640625",NA,"3180058.5814208984",NA,NA,NA,NA
"PS 18:0_20:4_497",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2596775.203125",NA,NA,NA,NA,NA
"PS 16:0/22:6_498","581405.609375","557497.52734375","578070.0546875","452053.953125","516388.6640625","812038.0078125","253844.39978644747","192150.8419679643","563458.8138347592","649291.55859375","953958.6484375","1007268.75","955501.7421875","722628.9343208169","738017.078125"
"PS 18:2_20:4_499",NA,NA,NA,NA,NA,NA,"63065.990838552505",NA,"107829.10022774086",NA,NA,NA,NA,"171405.85474168314",NA
"PS 12:4_26:2_500",NA,NA,NA,NA,NA,NA,NA,"92221.17365703569",NA,NA,NA,NA,NA,NA,NA
"PS 40:5_501",NA,NA,NA,"273018.224609375",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PS 18:0/22:5_502","427059.373046875","248073.14060004408",NA,NA,"259505.4765625","1095938.265625","818736.56640625","729740.4218790664","783680.98046875","450136.43518435315","755351.9993971016","788186.125","1098757.6640625","439264.42132573813","1099932.6875"
"PS 12:3/28:2_503",NA,NA,NA,NA,NA,NA,NA,NA,NA,"208682.24840939682","361468.44591539836",NA,NA,"180553.06109613684",NA
"PS 20:1_20:4_504",NA,NA,NA,NA,NA,NA,NA,"142594.5664021837",NA,NA,NA,NA,NA,NA,NA
"PS 10:1_30:4_505",NA,"122737.13772026844",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PS 18:0/22:6_506",NA,"2655510.625",NA,NA,NA,"3922389.25",NA,"1955149.09375",NA,NA,NA,NA,NA,NA,NA
"PS 18:0/22:6_507",NA,NA,"3.47779435E7","3.3380033E7","3.207125575E7",NA,"5.668280425E7",NA,"3.791702157518611E7","4.3655366E7",NA,"5.17995615E7","4.1715844682889685E7","4.771549775E7","4.39558425E7"
"PS 20:4/20:2_508",NA,NA,NA,NA,NA,NA,NA,NA,"8206116.299813891",NA,NA,NA,"8420629.817110317",NA,NA
"PS 18:0/22:6_509","542361.96875",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1517269.40625",NA,NA,NA,NA
"PS 18:0/22:6_510",NA,"108335.85546875",NA,NA,NA,"686051.953125",NA,"442891.6875",NA,NA,NA,NA,NA,NA,NA
"PS 20:3_20:3_511",NA,"130510.7400530439",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PS 18:0_22:6_512",NA,"108335.8576032061",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LPE 16:0_513","1786847.203125","1562741.796875","1415625.859375","1299603.4765625","1256432.7109375","5318694.4375","4834848.8125","4077326.6875","3851751.84375","3323114.40625","4405185.875","4076250.59375","3907279.0","3585557.09375","3295834.59375"
"LPE 16:1_514",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61476.66455078125",NA,"58232.903564453125","42699.77783203125",NA
"LPE 18:0_515","3144753.875","2650029.15625","2412372.5625","2280403.296875","2218017.90625","7666948.5","6953115.875","5962508.125","5516837.5625","4918342.5","5665065.875","5214822.625","5003175.125","4553642.3125","4235233.4375"
"LPE 18:1_516","907589.0390625","713638.296875","661834.5859375","553786.234375","553455.2890625","2632691.84375","2330307.4375","2090127.046875","1817616.609375","1619776.984375","3300345.03125","3002399.21875","2950280.875","2574265.71875","2420457.3125"
"LPE 18:2_517","188962.376953125",NA,"159935.5625","132250.67236328125","130815.166015625","471805.75390625","411442.90234375","377124.99609375","304159.8203125","248388.830078125","439242.4296875","390444.9375","372779.91015625","330517.931640625","296296.544921875"
"LPE 20:0_518",NA,"203776.6064453125",NA,NA,"148070.7802734375",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LPE 20:2_519",NA,"27920.931640625",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LPE 20:4_520","2041320.140625","1751373.390625","1623000.375","1494220.390625","1383436.703125","3882932.1875","3329607.15625","2945212.40625","2577322.0","2370776.15625","3826442.0","3560545.375","3450304.15625","3122253.0","2962115.125"
"LPE 22:4_521",NA,"31115.095703125",NA,NA,"32529.19204711914",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LPE 22:6_522","607634.3671875","558054.359375","451647.6796875","416769.140625","427299.765625","1558710.78125","1360233.53125","1151939.640625","1023597.2421875","895559.65625","1002992.7421875","944064.328125","835438.6875","813381.84375","769272.375"
"LPE 23:5_523",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55696.99853515625",NA,NA,NA,NA
"LPE 25:0_524",NA,NA,NA,NA,NA,"48792.87158203125","99617.265625",NA,NA,NA,NA,NA,NA,NA,NA
"SM 14:0_525","56355.74609375",NA,"38456.3671875",NA,"37898.78173828125","151735.974609375",NA,"133267.16796875","122008.984375","114014.068359375","190733.234375","167665.515625","175071.80859375","165008.40234375","134333.095703125"
"SM 15:0_526","626873.5","548014.4609375","487962.3984375","432117.21875","402956.15625","1166762.96875","1025897.84375","915433.875","749860.25","702409.140625","1335552.59375","1197302.0625","1085682.515625","981705.765625","980483.5"
"SM 16:0_527","2.770086025E7","2.37353276875E7","2.21884029375E7","2.1214532625E7","1.97935266875E7","4.9701478625E7","4.4611266375E7","3.9782369375E7","3.5005691125E7","3.20213228125E7","5.299141875E7","4.914128075E7","4.7798324625E7","4.3281219375E7","4.1280289875E7"
"SM 16:1_528","223535.84375","155788.76171875","173240.40625","113715.12109375","131734.728515625","418728.4921875","337040.46875","331511.7734375","269895.10546875","253329.08984375","480943.734375","337900.4765625","341313.3125","325664.5390625","303929.70703125"
"SM 17:0_529","309078.890625","256328.0390625","232959.8359375","216249.8125","194883.8125","411017.9765625","384377.2578125","323621.2734375","301872.453125","244137.3671875","305841.46875","360563.9375","308210.1953125","304610.5625","264857.3671875"
"SM 18:0_530","5343602.40625","4728327.953125","4167426.140625","4217497.125","3738212.984375","6931750.828125","6562388.03125","6198362.578125","5346697.15625","4793881.140625","4697201.03125","4584491.703125","4386795.75","4157769.203125","3938530.375"
"SM 18:1_531","121792.517578125","72315.705078125",NA,NA,"53447.583984375","259613.5546875","215994.515625","200380.734375","146969.890625","144711.109375","188391.39453125","174401.765625","150728.3515625","151678.36328125","139043.0703125"
"SM 19:0_532","165683.8544921875","185400.734375","191874.6015625","181876.0703125","182503.92578125","277641.5234375","292992.15625","245743.4921875","186726.02734375","181585.73046875","233691.33203125","227698.58203125","217855.89453125","222077.078125","190393.140625"
"SM 20:0_533","2032481.84375","1759181.84765625","1627017.859375","1513258.3515625","1376280.0","3024441.3984375","2686400.0859375","2537103.421875","2123293.2265625","1999188.1875","2982752.6875","2605328.4453125","2691269.8984375","2273129.44140625","2163521.890625"
"SM 20:1_534","55666.947265625",NA,NA,"64080.314453125",NA,"96204.541015625","117777.86328125",NA,"98899.720703125",NA,"160967.390625","118092.607421875","65047.076171875","97882.01171875","92518.2109375"
"SM 21:0_535","918145.33203125","752054.921875","652856.39453125","598501.09765625","536001.603515625","1360488.7421875","1045534.6953125","880216.140625","823426.97265625","758275.05859375","1135916.625","1100519.328125","1127634.1484375","919562.25","908599.044921875"
"SM 22:0_536","2.1171434125E7","1.8203201875E7","1.66300945E7","1.556011575E7","1.45268896875E7","3.3109400875E7","2.9242678375E7","2.59738655E7","2.3139462125E7","2.079168525E7","2.7623304E7","2.5765155375E7","2.514032525E7","2.229057425E7","2.1055638125E7"
"SM 22:1_537","1334795.6875","1144453.0625","837442.5625","666929.6953125","835922.75","2254720.625","2275435.6875","1620464.46875","1400318.65625","1174749.4375","2027769.9375","1686146.3125","1773002.1875","1553723.0","1427415.75"
"SM 22:2_538","105829.38671875","55841.890625","132957.37109375","84938.880859375","58438.517578125","268202.9140625","182627.59375",NA,"265642.921875",NA,NA,NA,"216173.04296875","66699.310546875",NA
"SM 23:0_539","1.504763875E7","1.27397145E7","1.22791846875E7","1.12206563125E7","1.04618409375E7","2.331642875E7","2.0925209E7","1.8463779875E7","1.62650889375E7","1.47107043125E7","2.193223375E7","2.0073930125E7","1.9484377125E7","1.71258129375E7","1.60592383125E7"
"SM 23:1_540","1178770.0625","1079390.1640625","1359986.3125","1278325.359375","1088132.125","2934159.28125","2563393.46875","2180729.859375","1821334.15625","1776382.609375","3386068.203125","3023172.078125","2779960.078125","2746665.59375","2208064.984375"
"SM 23:2_541","40743.5537109375",NA,"29571.60498046875",NA,NA,NA,NA,"68017.06640625",NA,NA,"79931.1416015625",NA,NA,NA,NA
"SM 24:0_542","2.0392438125E7","1.7326738375E7","1.5679693375E7","1.47351795625E7","1.41375060625E7","3.3145862375E7","3.0203773E7","2.6120864E7","2.2729778625E7","2.0703707E7","2.8783347E7","2.6819148375E7","2.5638342625E7","2.2900424E7","2.193420825E7"
"SM 24:1_543","5.0640305E7","4.390757775E7","3.987155875E7","3.81041675E7","3.563162825E7","9.02039815E7","7.9447937E7","7.1190372E7","6.3664494E7","5.821421225E7","9.31520725E7","8.7644291E7","8.48269435E7","7.64023535E7","7.2670716E7"
"SM 24:2_544","7564132.9375","6527839.1875","6022076.40625","5162669.5","5141902.21875","1.17411709375E7","1.024353275E7","8849856.65625","7814704.71875","7105178.3125","1.2295817125E7","1.127303475E7","1.06815191875E7","9710266.4375","8996304.625"
"SM 24:3_545","110057.609375","97123.7109375",NA,NA,NA,NA,NA,NA,"107719.28515625",NA,"194903.83203125","167458.9609375","165206.96875","120020.03515625","117046.63671875"
"SM 25:0_546","772560.96875","698898.345703125","652176.978515625","572315.10546875","559556.9521484375","1478214.03125","1277200.6875","1157270.09375","931401.7578125","811453.27734375","1089439.00390625","1004973.1640625","1004101.5234375","912254.84375","843075.7265625"
"SM 25:1_547","374210.6484375","240750.80078125","218502.93359375","234053.82421875","230382.32421875","547190.890625","521166.234375","505981.734375","386244.6328125","343914.6484375","502785.546875","485634.390625","518071.265625","426475.0","389257.7578125"
"SM 26:0_548",NA,"35988.66845703125",NA,NA,NA,"52539.0654296875",NA,NA,NA,NA,NA,NA,"62272.775390625",NA,NA
"SM 26:1_549","37360.62646484375",NA,NA,"25525.14990234375",NA,NA,"64758.837890625","76386.24609375",NA,NA,"67569.6591796875","56262.91455078125",NA,"48503.8525390625","47198.0078125"
"LPC 16:0_550","1.2180194404296875E7","1.0636764546875E7","9667473.5703125","9563710.890625","9053782.13671875","2.2612393083496094E7","2.1256817291015625E7","1.81761727265625E7","1.6455843270019531E7","1.4425244078125E7","2.2789885828125E7","2.2108744046875E7","2.1561762127441406E7","1.945451059814453E7","1.845955264453125E7"
"LPC 16:1_551",NA,"37022.53759765625",NA,NA,NA,"154760.435546875","129071.982421875","102650.5","90800.36328125","93542.142578125","216845.28515625","197250.08203125","196558.6875","161527.734375","141813.9609375"
"LPC 17:0_552","140462.7109375","113809.2275390625","102437.2109375","86499.74609375","95840.0810546875","184290.828125","177820.373046875","113315.52734375","131857.09765625","116060.1328125","215447.1640625","172941.1298828125","164789.6640625","135621.26171875","172082.8046875"
"LPC 18:0_553","1.499012223046875E7","1.2998239997070312E7","1.214101337890625E7","1.1359900953125E7","1.0774917319335938E7","2.7958308159179688E7","2.5582626333984375E7","2.251820683959961E7","2.01532195234375E7","1.830131453515625E7","2.1777879578125E7","1.9872596943847656E7","1.9250947770996094E7","1.7514064904052734E7","1.6793747756591797E7"
"LPC 18:1_554","1740708.59375","1507622.53125","1390036.515625","1044532.9921875","1187715.453125","4755614.625","4185789.6875","3520469.46875","3122588.75","2731415.84375","7099643.25","6543710.8125","6265022.8125","5768864.0625","5359024.875"
"LPC 18:2_555","3365556.0908203125","2829365.837890625","2601288.3876953125","2312978.1875","2158998.1875","7139019.899902344","6146114.34765625","5415982.6533203125","4796593.083984375","4380491.498046875","7879013.470703125","7334120.7919921875","7202582.389160156","6482402.796875","6202208.9443359375"
"LPC 18:3_556",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52371.62353515625",NA,NA,NA,NA
"LPC 20:1_557",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75553.90307617188","49057.62890625",NA,NA,NA
"LPC 20:3_558","164044.79296875","139071.1796875","151509.232421875","119546.267578125","128448.541015625","391124.65625","346041.55859375","316951.38671875","281754.18359375","216523.69921875","616765.40625","516069.93359375","462846.796875","479201.0546875","432644.765625"
"LPC 20:4_559","4775949.2890625","4236152.189453125","3837706.6430664062","3546138.21875","3238929.574859619","8492914.9140625","7442516.546386719","6744737.11328125","5966819.8330078125","5218374.5","9502511.792480469","8623317.311157227","8536069.219238281","7821663.138671875","7369908.439453125"
"LPC 19:0_560",NA,"35132.55078125",NA,NA,NA,"63450.5107421875",NA,NA,NA,NA,NA,"51367.6142578125","54631.2119140625","62055.092529296875",NA
"LPC 21:5_561",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55696.99853515625",NA,NA,NA,NA
"LPC 22:5_562",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83554.0146484375","71272.48828125","81853.05078125","79546.5556640625","51329.03515625"
